2500	-0.000799657
2499	-0.00061446
2498	-0.000504845
2497	-0.000565861
2496	-0.000583285
2495	-0.000409013
2494	-0.000367891
2493	-0.000335922
2492	-0.000258317
2491	-0.000250245
2490	-0.000187633
2489	-0.000436891
2488	-0.000542438
2487	-0.000388323
2486	-0.000572117
2485	-0.000672773
2484	-0.000858668
2483	-0.000865334
2482	-0.001037512
2481	-0.001098659
2480	-0.001266306
2479	-0.001225575
2478	-0.001209106
2477	-0.001148542
2476	-0.001324118
2475	-0.001346621
2474	-0.001231408
2473	-0.001350492
2472	-0.001395082
2471	-0.0012248
2470	-0.001121639
2469	-0.000990303
2468	-0.000956571
2467	-0.000880576
2466	-0.000668224
2465	-0.00045732
2464	-0.000442476
2463	-0.000349837
2462	-0.000261784
2461	-0.000230893
2460	-0.000292982
2459	-0.000173194
2458	-0.000166932
2457	-0.000299501
2456	-0.000389926
2455	-0.000288222
2454	-0.000573565
2453	-0.000733144
2452	-0.000726787
2451	-0.000730612
2450	-0.001048151
2449	-0.00123399
2448	-0.00105657
2447	-0.001131915
2446	-0.001381819
2445	-0.001337021
2444	-0.001216075
2443	-0.001349305
2442	-0.001439202
2441	-0.001165323
2440	-0.00114565
2439	-0.001293303
2438	-0.001065246
2437	-0.000825598
2436	-0.000792216
2435	-0.000738106
2434	-0.000650131
2433	-0.000420599
2432	-0.000420495
2431	-0.000585663
2430	-0.00042484
2429	-0.000264215
2428	-0.000344975
2427	-0.000365615
2426	-0.000231618
2425	-0.000261939
2424	-0.000466732
2423	-0.000416771
2422	-0.000500036
2421	-0.000541662
2420	-0.000820431
2419	-0.000834228
2418	-0.000850143
2417	-0.000871689
2416	-0.001101241
2415	-0.001161141
2414	-0.001283134
2413	-0.001404112
2412	-0.001292219
2411	-0.001310594
2410	-0.001350285
2409	-0.001270177
2408	-0.001245295
2407	-0.001259027
2406	-0.001177818
2405	-0.00103715
2404	-0.000929863
2403	-0.000906305
2402	-0.00074069
2401	-0.000661659
2400	-0.000583957
2399	-0.000504742
2398	-0.000510172
2397	-0.000465543
2396	-0.000465284
2395	-0.000297897
2394	-0.000386306
2393	-0.000383875
2392	-0.000490521
2391	-0.000502208
2390	-0.000470145
2389	-0.000628781
2388	-0.000786738
2387	-0.000847094
2386	-0.000756712
2385	-0.001233318
2384	-0.001227743
2383	-0.001021552
2382	-0.001275339
2381	-0.001388682
2380	-0.001187215
2379	-0.001318492
2378	-0.00144235
2377	-0.001335937
2376	-0.001292374
2375	-0.001220515
2374	-0.00127441
2373	-0.001095871
2372	-0.001030281
2371	-0.000886466
2370	-0.000888842
2369	-0.000763379
2368	-0.000585301
2367	-0.000611462
2366	-0.000646357
2365	-0.000417081
2364	-0.000261577
2363	-0.000696033
2362	-0.00048809
2361	-0.000462853
2360	-0.000497502
2359	-0.000637104
2358	-0.000558002
2357	-0.000764206
2356	-0.000879284
2355	-0.001076918
2354	-0.001053109
2353	-0.001047841
2352	-0.001164703
2351	-0.001209673
2350	-0.001182465
2349	-0.00138378
2348	-0.001559467
2347	-0.001343473
2346	-0.001434403
2345	-0.001398178
2344	-0.001231357
2343	-0.001163309
2342	-0.001182929
2341	-0.001129798
2340	-0.000943605
2339	-0.000902792
2338	-0.000846422
2337	-0.000880266
2336	-0.000820483
2335	-0.000634726
2334	-0.00052222
2333	-0.000488556
2332	-0.000374874
2331	-0.000247606
2330	-0.000480281
2329	-0.000597296
2328	-0.000545902
2327	-0.000765084
2326	-0.000749735
2325	-0.000690916
2324	-0.00097088
2323	-0.001028422
2322	-0.000992885
2321	-0.001226349
2320	-0.001530319
2319	-0.001277043
2318	-0.001225781
2317	-0.001412575
2316	-0.001396681
2315	-0.001332273
2314	-0.001271829
2313	-0.001388786
2312	-0.00123528
2311	-0.001068035
2310	-0.000938336
2309	-0.001077847
2308	-0.000993557
2307	-0.000827149
2306	-0.000660987
2305	-0.000772733
2304	-0.000556709
2303	-0.000463164
2302	-0.000463319
2301	-0.000466473
2300	-0.000425978
2299	-0.000366856
2298	-0.000616115
2297	-0.000635346
2296	-0.00056188
2295	-0.00082348
2294	-0.00098116
2293	-0.000979249
2292	-0.001041179
2291	-0.001323034
2290	-0.001346259
2289	-0.001306723
2288	-0.001566121
2287	-0.001641997
2286	-0.001508703
2285	-0.001479088
2284	-0.001646948
2283	-0.001598516
2282	-0.001464486
2281	-0.001400552
2280	-0.001378877
2279	-0.001391985
2278	-0.001041644
2277	-0.001024393
2276	-0.000951095
2275	-0.000846009
2274	-0.000683679
2273	-0.000730302
2272	-0.000727511
2271	-0.00062449
2270	-0.000624335
2269	-0.000668017
2268	-0.000807874
2267	-0.000936682
2266	-0.000925007
2265	-0.001090345
2264	-0.001135994
2263	-0.001325408
2262	-0.001472019
2261	-0.001608265
2260	-0.001721263
2259	-0.001800257
2258	-0.001777158
2257	-0.001756482
2256	-0.001725491
2255	-0.001747407
2254	-0.001718788
2253	-0.001587477
2252	-0.001558177
2251	-0.001453444
2250	-0.001389972
2249	-0.001273842
2248	-0.001108987
2247	-0.001002699
2246	-0.000862337
2245	-0.000762294
2244	-0.000789942
2243	-0.000748598
2242	-0.000652612
2241	-0.000685179
2240	-0.000630177
2239	-0.000615701
2238	-0.000582768
2237	-0.000648787
2236	-0.000707146
2235	-0.000522168
2234	-0.000725185
2233	-0.000936941
2232	-0.000898504
2231	-0.001016645
2230	-0.001338724
2229	-0.001372529
2228	-0.00130502
2227	-0.001367471
2226	-0.001553276
2225	-0.001522581
2224	-0.001446891
2223	-0.001431152
2222	-0.001402874
2221	-0.001264189
2220	-0.000994693
2219	-0.000928262
2218	-0.000984362
2217	-0.000916276
2216	-0.0006309
2215	-0.000740897
2214	-0.00062175
2213	-0.000404358
2212	0.001382542
2211	-0.000440873
2210	-0.00029231
2209	-0.000410047
2208	-0.000528115
2207	-0.000690658
2206	-0.000740122
2205	-0.000625265
2204	-0.000844252
2203	-0.001013598
2202	-0.001088641
2201	-0.001180141
2200	-0.001061838
2199	-0.001280501
2198	-0.001411337
2197	-0.001373923
2196	-0.001233473
2195	-0.001427024
2194	-0.001293716
2193	-0.001139867
2192	-0.001189177
2191	-0.001173997
2190	-0.000917826
2189	-0.000911575
2188	-0.000929192
2187	-0.000860683
2186	-0.000552314
2185	-0.000732007
2184	0.001095581
2183	-0.000540473
2182	-0.000873807
2181	-0.000617562
2180	-0.000697222
2179	-0.000556192
2178	-0.000339129
2177	-0.000561001
2176	-0.001117611
2175	-0.000937354
2174	-0.000924129
2173	-0.000866884
2172	-0.001181432
2171	-0.001235383
2170	-0.001320969
2169	-0.00143848
2168	-0.000950011
2167	-0.000938284
2166	-0.001355653
2165	-0.001405351
2164	-0.001209622
2163	-0.001059359
2162	-0.001051095
2161	-0.000985034
2160	-0.000750252
2159	-0.000696499
2158	-0.000470456
2157	-0.000684558
2156	-0.000516739
2155	-0.000350665
2154	-0.000334628
2153	-0.000507069
2152	-0.000374926
2151	-0.000497347
2150	-0.00071123
2149	-0.000719913
2148	-0.000645013
2147	-0.001013908
2146	-0.001176475
2145	-0.000857842
2144	-0.001108729
2143	-0.001190519
2142	-0.001537078
2141	-0.001448181
2140	-0.001402771
2139	-0.001522736
2138	-0.001367007
2137	-0.001358388
2136	-0.001319059
2135	-0.00085407
2134	-0.0012121
2133	-0.000869312
2132	-0.001083786
2131	-0.000993299
2130	-0.00095559
2129	-0.000920667
2128	-0.000497347
2127	-0.000555055
2126	-0.000686781
2125	-0.000767255
2124	-0.000913021
2123	-0.001236777
2122	-0.000888274
2121	-0.001036324
2120	-0.001022069
2119	-0.001020571
2118	-0.001098091
2117	-0.001233318
2116	-0.00127854
2115	-0.001338518
2114	-0.001440079
2113	-0.001646845
2112	-0.001491264
2111	-0.00149663
2110	-0.001528153
2109	-0.001460358
2108	-0.001265635
2107	-0.001267699
2106	-0.001193565
2105	-0.001155306
2104	-0.00107511
2103	-0.00101711
2102	-0.000888997
2101	-0.000829164
2100	-0.000839498
2099	-0.000731232
2098	-0.000734643
2097	-0.000809786
2096	-0.000717691
2095	-0.000491762
2094	-0.000890237
2093	-0.00111663
2092	-0.001268835
2091	-0.001134394
2090	-0.001263157
2089	-0.001512108
2088	-0.000861252
2087	-0.001519898
2086	-0.001268267
2085	-0.001818508
2084	-0.001721005
2083	-0.001360401
2082	-0.001437964
2081	-0.001776488
2080	-0.001480997
2079	-0.00115892
2078	-0.001271468
2077	-0.001367059
2076	-0.0010121
2075	-0.000936528
2074	-0.000919789
2073	-0.000822291
2072	-0.000656593
2071	-0.000824513
2070	-0.000991336
2069	-0.000778263
2068	-0.000907235
2067	-0.000976821
2066	-0.001313846
2065	-0.001392192
2064	-0.001308581
2063	-0.001343937
2062	-0.001610431
2061	-0.001744725
2060	-0.001919545
2059	-0.001481203
2058	-0.001667888
2057	-0.001610018
2056	-0.001582113
2055	-0.001696613
2054	-0.001619561
2053	-0.001355704
2052	-0.001557816
2051	-0.001328866
2050	-0.0010168
2049	-0.001359317
2048	-0.000566223
2047	-0.000808391
2046	-0.000807047
2045	-0.000997896
2044	-0.001221032
2043	-0.001039423
2042	-0.001238687
2041	-0.00114627
2040	-0.00130151
2039	-0.00065835
2038	-0.001482596
2037	-0.001848048
2036	-0.001732144
2035	-0.001784428
2034	-0.001616982
2033	-0.001725234
2032	-0.001736939
2031	-0.00175081
2030	-0.001647309
2029	-0.001670363
2028	-0.00158789
2027	-0.001500396
2026	-0.001415723
2025	-0.001159643
2024	-0.001432081
2023	-0.001286179
2022	-0.001136975
2021	-0.001186647
2020	-0.001258459
2019	-0.000735315
2018	-0.000804308
2017	-0.00132706
2016	-0.00123146
2015	-0.001470058
2014	-0.001564419
2013	-0.001692023
2012	-0.001561427
2011	-0.00164602
2010	-0.001895061
2009	-0.001990875
2008	-0.002051734
2007	-0.002401674
2006	-0.002389832
2005	-0.002292355
2004	-0.001860833
2003	-0.001954851
2002	-0.001851966
2001	-0.001359782
2000	-0.001029196
1999	-0.001699192
1998	-0.001182258
1997	-0.00146495
1996	-0.001621263
1995	-0.001401119
1994	-0.001075059
1993	-0.001351937
1992	-0.00169718
1991	-0.001692127
1990	-0.001443692
1989	-0.001789017
1988	-0.001879442
1987	-0.001891762
1986	-0.001939904
1985	-0.001980362
